" Date","Type"," Amount"
"4/8/2023","Deposit","3502.27"
"3/4/2023","Deposit","2645.57"
"2/11/2023","Transfer","1704.49"
"9/6/2023","Withdrawal","1813.54"
"4/20/2023","Transfer","756.74"
"6/3/2023","Transfer","1565.46"
"7/16/2023","Deposit","3796.84"
"5/28/2023","Deposit","2500.71"
"7/29/2023","Deposit","4454.88"
"8/31/2023","Transfer","848.33"
"4/17/2023","Transfer","2217.69"
"1/5/2023","Deposit","3511.02"
"5/24/2023","Transfer","1368.72"
"5/17/2023","Deposit","1341.56"
"10/8/2023","Transfer","536.95"
"6/15/2023","Withdrawal","4465.73"
"5/16/2023","Deposit","870.92"
"5/8/2023","Withdrawal","4850.93"
"3/6/2023","Deposit","2249.7"
"10/16/2023","Deposit","4909.11"
"5/8/2023","Transfer","211.36"
"7/16/2023","Deposit","2839.79"
"3/23/2023","Withdrawal","3457.29"
"10/19/2023","Withdrawal","2586.58"
"3/25/2023","Transfer","2854.81"
"6/1/2023","Deposit","2696.62"
"7/8/2023","Deposit","755.79"
"7/30/2023","Transfer","2664.22"
"1/28/2023","Deposit","2713.23"
"3/1/2023","Deposit","1784.35"
"4/4/2023","Withdrawal","3041.34"
"12/1/2023","Withdrawal","2065.4"
"4/24/2023","Withdrawal","3778.22"
"11/25/2023","Withdrawal","200.67"
"5/4/2023","Deposit","59.66"
"2/8/2023","Deposit","2624.37"
"9/14/2023","Withdrawal","4946.22"
"1/13/2023","Deposit","2232.85"
"8/16/2023","Transfer","69.28"
"7/13/2023","Transfer","1592.36"
"2/11/2023","Deposit","2341.58"
"7/4/2023","Deposit","4506.63"
"2/4/2023","Withdrawal","615.2"
"2/6/2023","Withdrawal","4622.71"
"3/16/2023","Transfer","4701.37"
"9/7/2023","Deposit","3208.38"
"5/7/2023","Deposit","1133.66"
"1/20/2023","Withdrawal","2688.17"
"8/4/2023","Deposit","4085.09"
"9/4/2023","Withdrawal","1796.65"
"7/27/2023","Withdrawal","4527.51"
"5/31/2023","Deposit","443.74"
"11/9/2023","Withdrawal","1542.85"
"6/15/2023","Transfer","4966.06"
"10/30/2023","Withdrawal","2923.53"
"4/18/2023","Transfer","2955.81"
"12/15/2023","Deposit","1206.95"
"5/8/2023","Deposit","4289.21"
"6/7/2023","Deposit","2151.12"
"12/15/2023","Deposit","3969.76"
"8/24/2023","Deposit","4055.31"
"5/2/2023","Withdrawal","882.54"
"10/26/2023","Deposit","2513.92"
"8/21/2023","Deposit","1926.11"
"3/23/2023","Deposit","782.68"
"3/5/2023","Transfer","625.75"
"1/6/2023","Withdrawal","238.54"
"12/18/2023","Deposit","3512.8"
"10/14/2023","Deposit","3912.93"
"7/23/2023","Withdrawal","2362.23"
"3/28/2023","Transfer","2823.96"
"6/6/2023","Deposit","1317.36"
"4/7/2023","Transfer","3576.85"
"12/25/2023","Withdrawal","2923.94"
"8/8/2023","Deposit","4412.76"
"7/29/2023","Withdrawal","3733.28"
"4/18/2023","Deposit","104.49"
"8/2/2023","Deposit","4051.15"
"5/28/2023","Deposit","145.38"
"7/27/2023","Deposit","4071.09"
"2/27/2023","Withdrawal","4936.47"
"9/1/2023","Deposit","2409.58"
"2/26/2023","Transfer","1142.22"
"3/12/2023","Deposit","57.76"
"9/17/2023","Withdrawal","759.96"
"2/11/2023","Transfer","2523.87"
"12/24/2023","Deposit","4034.86"
"2/3/2023","Withdrawal","4358.68"
"10/1/2023","Withdrawal","3420.97"
"12/19/2023","Deposit","443.24"
"7/12/2023","Transfer","4956.81"
"5/22/2023","Withdrawal","3738.05"
"9/24/2023","Withdrawal","2138.02"
"5/1/2023","Transfer","4070.24"
"9/11/2023","Deposit","2946.98"
"9/10/2023","Deposit","3017.89"
"9/21/2023","Deposit","4856.8"
"11/12/2023","Deposit","4007.63"
"10/25/2023","Transfer","1318.13"
"5/24/2023","Withdrawal","884.04"
"9/8/2023","Deposit","869.82"
"6/16/2023","Withdrawal","2277.97"
"4/11/2023","Withdrawal","1948.93"
"12/17/2023","Transfer","2269.28"
"2/11/2023","Withdrawal","322.86"
"4/6/2023","Deposit","1018.36"
"10/13/2023","Withdrawal","3989.53"
"6/27/2023","Deposit","3790.43"
"8/30/2023","Deposit","1972.63"
"8/15/2023","Deposit","1958.41"
"10/28/2023","Withdrawal","4420.28"
"10/14/2023","Transfer","917.56"
"2/15/2023","Withdrawal","1792.5"
"2/15/2023","Transfer","3819.75"
"8/13/2023","Transfer","2877.19"
"1/5/2023","Transfer","310.72"
"9/23/2023","Withdrawal","69"
"4/20/2023","Transfer","105.48"
"8/31/2023","Transfer","3283.35"
"5/31/2023","Transfer","3116.22"
"1/7/2023","Deposit","232.11"
"11/10/2023","Transfer","668.49"
"10/30/2023","Deposit","3615.57"
"12/14/2023","Transfer","1554.85"
"10/4/2023","Withdrawal","4958.51"
"6/8/2023","Deposit","1569.3"
"6/4/2023","Transfer","1685.08"
"3/13/2023","Withdrawal","2103.16"
"5/17/2023","Deposit","4140"
"5/19/2023","Withdrawal","2790.88"
"5/30/2023","Transfer","4287.66"
"12/26/2023","Transfer","2141.76"
"12/12/2023","Transfer","3045.32"
"2/19/2023","Transfer","33.05"
"4/11/2023","Deposit","2881.98"
"6/17/2023","Deposit","411.81"
"3/7/2023","Deposit","973.14"
"8/30/2023","Transfer","4987.72"
"5/27/2023","Transfer","3189.53"
"8/30/2023","Withdrawal","4347.58"
"4/26/2023","Withdrawal","296.05"
"9/29/2023","Deposit","1928.96"
"5/12/2023","Transfer","4313.58"
"11/1/2023","Transfer","2059.81"
"2/7/2023","Withdrawal","1275.61"
"5/15/2023","Deposit","2410.12"
"7/2/2023","Transfer","2359.99"
"1/14/2023","Withdrawal","4953.52"
"7/23/2023","Deposit","1778.98"
"3/26/2023","Deposit","4787.16"
"9/1/2023","Deposit","4561.04"
"10/17/2023","Withdrawal","2253.06"
"5/29/2023","Transfer","4725.46"
"5/7/2023","Withdrawal","3647.1"
"11/15/2023","Transfer","4426.21"
"10/25/2023","Transfer","4459.94"
"3/12/2023","Transfer","436.45"
"3/26/2023","Deposit","4485.16"
"5/18/2023","Transfer","2453.01"
"10/4/2023","Deposit","3188.81"
"4/23/2023","Withdrawal","1509.58"
"3/4/2023","Transfer","3231.14"
"3/30/2023","Withdrawal","145.12"
"3/18/2023","Withdrawal","1862.19"
"4/29/2023","Transfer","3146.66"
"11/2/2023","Transfer","992.4"
"10/10/2023","Deposit","3366.38"
"8/17/2023","Transfer","4146.12"
"5/16/2023","Deposit","196.31"
"5/3/2023","Deposit","3023.71"
"7/18/2023","Transfer","2907.33"
"1/30/2023","Transfer","3912.6"
"1/18/2023","Transfer","3490.57"
"1/23/2023","Deposit","2278.55"
"2/7/2023","Deposit","1779.06"
"8/25/2023","Deposit","4928.39"
"9/5/2023","Deposit","2513.87"
"12/27/2023","Deposit","2045.57"
"1/30/2023","Transfer","4965.08"
"4/29/2023","Deposit","910.71"
"10/13/2023","Transfer","938.81"
"3/15/2023","Deposit","4882.6"
"3/12/2023","Deposit","3291.87"
"9/30/2023","Transfer","2603.5"
"11/21/2023","Withdrawal","348.2"
"12/28/2023","Withdrawal","1785.75"
"8/1/2023","Deposit","2172.34"
"12/1/2023","Transfer","2561.91"
"5/21/2023","Withdrawal","2188.47"
"8/26/2023","Withdrawal","2196.16"
"1/7/2023","Transfer","4974.23"
"8/4/2023","Withdrawal","4870.21"
"3/9/2023","Deposit","440.13"
"11/12/2023","Deposit","851.43"
"4/15/2023","Deposit","4708.63"
"2/4/2023","Withdrawal","1601.8"
"1/29/2023","Transfer","3061.58"
"12/22/2023","Transfer","3991.34"
"4/29/2023","Deposit","2359.66"
"2/3/2023","Deposit","92.93"
"9/17/2023","Deposit","4142.1"
"11/18/2023","Deposit","3783.64"
"12/16/2023","Withdrawal","216.75"
"11/9/2023","Deposit","4487.88"
"12/15/2023","Withdrawal","4286.5"
"5/12/2023","Deposit","1382.48"
"12/7/2023","Transfer","409.9"
"7/20/2023","Withdrawal","2021.84"
"4/23/2023","Transfer","4375.76"
"4/7/2023","Transfer","2417.24"
"11/7/2023","Transfer","1415.07"
"1/6/2023","Deposit","1166.51"
"1/29/2023","Transfer","1781.62"
"12/2/2023","Transfer","4969.81"
"12/22/2023","Transfer","4393.34"
"6/14/2023","Withdrawal","2739.74"
"2/6/2023","Deposit","4043.99"
"3/4/2023","Transfer","1588.19"
"8/27/2023","Deposit","3079.9"
"9/7/2023","Withdrawal","4365.03"
"7/4/2023","Deposit","1844.75"
"9/4/2023","Transfer","4003.98"
"2/9/2023","Deposit","3075.47"
"3/5/2023","Deposit","3080.64"
"8/11/2023","Deposit","215.07"
"5/2/2023","Deposit","4497.31"
"5/11/2023","Deposit","3882.96"
"10/26/2023","Withdrawal","191.99"
"5/5/2023","Transfer","3057.62"
"1/25/2023","Deposit","3732.05"
"11/7/2023","Deposit","3977.66"
"12/28/2023","Transfer","451.85"
"2/5/2023","Transfer","3203.3"
"4/18/2023","Transfer","1172.55"
"7/5/2023","Transfer","2262.67"
"4/13/2023","Deposit","2637.01"
"1/19/2023","Transfer","146.45"
"7/6/2023","Withdrawal","1504.7"
"8/22/2023","Deposit","3989.24"
"4/4/2023","Withdrawal","4213.32"
"8/19/2023","Transfer","1656.75"
"12/21/2023","Withdrawal","2214.57"
"5/8/2023","Deposit","4157.66"
"11/11/2023","Deposit","1011.93"
"10/31/2023","Deposit","3657.57"
"9/16/2023","Deposit","2042.53"
"12/14/2023","Withdrawal","4935.65"
"8/30/2023","Deposit","3012.89"
"4/25/2023","Deposit","748.89"
"6/1/2023","Deposit","867.6"
"4/26/2023","Transfer","146.26"
"9/19/2023","Withdrawal","3576.99"
"9/6/2023","Transfer","2222.23"
"7/9/2023","Deposit","64.73"
"8/9/2023","Transfer","516.09"
"9/13/2023","Deposit","1454.21"
"10/19/2023","Transfer","2126.35"
"10/12/2023","Deposit","4692.85"
"5/21/2023","Deposit","2711.05"
"5/23/2023","Deposit","4472.24"
"10/16/2023","Transfer","1260.15"
"9/8/2023","Deposit","1667.84"
"12/11/2023","Transfer","4405.19"
"5/24/2023","Deposit","2461.9"
"3/26/2023","Withdrawal","2954.9"
"6/29/2023","Deposit","2875.15"
"4/11/2023","Withdrawal","3230.42"
"8/25/2023","Deposit","2948.87"
"12/3/2023","Deposit","3474.89"
"7/24/2023","Deposit","744.92"
"10/17/2023","Deposit","3556.04"
"5/7/2023","Deposit","761.48"
"12/27/2023","Transfer","1708.69"
"10/5/2023","Transfer","4158.42"
"11/3/2023","Transfer","3042.84"
"9/17/2023","Withdrawal","4836.16"
"9/10/2023","Deposit","1268.97"
"6/26/2023","Deposit","4604.5"
"8/27/2023","Deposit","3213.2"
"6/16/2023","Withdrawal","1852.5"
"8/3/2023","Withdrawal","3936.08"
"7/24/2023","Withdrawal","4774.79"
"7/19/2023","Withdrawal","3900.01"
"1/1/2023","Transfer","42.3"
"6/18/2023","Withdrawal","61.24"
"9/30/2023","Withdrawal","639.58"
"9/21/2023","Withdrawal","4255.12"
"3/8/2023","Withdrawal","3753.73"
"12/15/2023","Transfer","3202.47"
"4/28/2023","Deposit","3475.58"
"3/27/2023","Withdrawal","3102.83"
"8/23/2023","Transfer","1745.95"
"11/18/2023","Transfer","3605.04"
"9/15/2023","Transfer","4676.14"
"1/17/2023","Deposit","3750.86"
"3/14/2023","Withdrawal","4337.81"
"6/10/2023","Deposit","1193.42"
"8/9/2023","Transfer","1752.93"
"7/1/2023","Deposit","2543.61"
"12/30/2023","Transfer","2362.75"
"9/6/2023","Transfer","2335.28"
"4/17/2023","Withdrawal","3206.36"
"4/11/2023","Transfer","4278.4"
"10/28/2023","Deposit","4436.94"
"9/14/2023","Deposit","761"
"12/2/2023","Transfer","459.86"
"11/3/2023","Withdrawal","1562.97"
"10/5/2023","Deposit","3688.76"
"6/11/2023","Withdrawal","3969.33"
"11/29/2023","Withdrawal","1922.55"
"2/18/2023","Withdrawal","1559.14"
"11/1/2023","Withdrawal","661.17"
"6/19/2023","Transfer","1198.78"
"4/2/2023","Transfer","512.87"
"9/26/2023","Transfer","1526.22"
"8/18/2023","Withdrawal","3383.85"
"12/16/2023","Deposit","653.48"
"9/7/2023","Deposit","1613.3"
"8/16/2023","Transfer","2647.91"
"7/15/2023","Deposit","1642.26"
"5/22/2023","Transfer","2203.48"
"7/3/2023","Withdrawal","2489.37"
"8/3/2023","Transfer","3877.29"
"3/10/2023","Deposit","4217.05"
"2/15/2023","Transfer","970.03"
"1/15/2023","Transfer","1852.98"
"12/9/2023","Deposit","2880.05"
"5/16/2023","Transfer","2501.9"
"5/2/2023","Transfer","411.29"
"7/3/2023","Deposit","1731.37"
"9/24/2023","Transfer","1145.34"
"7/18/2023","Withdrawal","2092.16"
"6/22/2023","Transfer","1696.53"
"4/20/2023","Deposit","3479.96"
"4/15/2023","Withdrawal","2013.21"
"10/14/2023","Withdrawal","1215.22"
"6/24/2023","Deposit","3102.06"
"12/26/2023","Deposit","3637.19"
"11/18/2023","Transfer","550.26"
"12/30/2023","Withdrawal","1263.67"
"3/2/2023","Withdrawal","1051.95"
"9/21/2023","Withdrawal","1013.43"
"11/17/2023","Deposit","4510.9"
"9/30/2023","Transfer","638.88"
"6/7/2023","Deposit","4356.96"
"8/11/2023","Withdrawal","1975.58"
"4/25/2023","Transfer","3207.6"
"9/11/2023","Transfer","2210.34"
"11/4/2023","Deposit","2997.74"
"3/4/2023","Withdrawal","2762.76"
"3/2/2023","Withdrawal","2170.42"
"9/13/2023","Withdrawal","1382.37"
"3/18/2023","Transfer","4655.05"
"3/31/2023","Withdrawal","4580.68"
"10/15/2023","Deposit","364.87"
"12/31/2023","Transfer","1125.37"
"10/18/2023","Deposit","2874.59"
"9/29/2023","Transfer","4902.44"
"5/17/2023","Deposit","3639.92"
"10/2/2023","Withdrawal","4093.5"
"2/9/2023","Transfer","1577.97"
"6/23/2023","Deposit","1102.37"
"4/19/2023","Transfer","1137.55"
"5/11/2023","Transfer","2421.58"
"6/3/2023","Withdrawal","4293.82"
"12/23/2023","Transfer","1089.69"
"3/13/2023","Deposit","2855.89"
"11/22/2023","Transfer","4045.89"
"1/5/2023","Deposit","2506.78"
"8/1/2023","Withdrawal","2090.34"
"10/10/2023","Transfer","1739.2"
"6/21/2023","Deposit","3006.24"
"10/21/2023","Transfer","4090.28"
"8/2/2023","Transfer","4980.69"
"3/30/2023","Withdrawal","4348.1"
"3/12/2023","Transfer","2269.22"
"11/30/2023","Transfer","405.42"
"6/18/2023","Withdrawal","611.48"
"11/10/2023","Transfer","156.33"
"7/17/2023","Withdrawal","1819.69"
"4/6/2023","Transfer","2412.94"
"11/15/2023","Deposit","4104.84"
"1/19/2023","Deposit","437.81"
"6/4/2023","Deposit","1148.32"
"4/4/2023","Withdrawal","2558.15"
"2/22/2023","Withdrawal","4250.38"
"12/19/2023","Withdrawal","447.32"
"1/11/2023","Withdrawal","1224.75"
"4/15/2023","Withdrawal","2724.09"
"1/10/2023","Withdrawal","1628.58"
"8/9/2023","Transfer","4962.06"
"12/8/2023","Deposit","2266.14"
"1/20/2023","Withdrawal","4557.67"
"5/27/2023","Transfer","4705.03"
"12/10/2023","Transfer","1304.57"
"9/12/2023","Withdrawal","1639.24"
"5/10/2023","Deposit","1627.44"
"9/4/2023","Withdrawal","2187.2"
"5/26/2023","Deposit","325.12"
"3/23/2023","Deposit","4038.7"
"1/2/2023","Withdrawal","662.96"
"10/30/2023","Deposit","4469.39"
"9/5/2023","Deposit","2887.14"
"2/16/2023","Deposit","2412.62"
"3/20/2023","Withdrawal","3307.33"
"5/4/2023","Deposit","4666.17"
"12/11/2023","Deposit","1490.37"
"3/23/2023","Transfer","1358.23"
"10/4/2023","Withdrawal","1855.69"
"2/1/2023","Deposit","2439.18"
"10/2/2023","Withdrawal","387.77"
"5/26/2023","Withdrawal","3403.14"
"10/7/2023","Transfer","2609.26"
"4/16/2023","Transfer","2704.19"
"6/7/2023","Deposit","1255.74"
"4/3/2023","Deposit","4204.59"
"9/3/2023","Deposit","1996.31"
"12/7/2023","Withdrawal","3264.79"
"5/29/2023","Transfer","1207.9"
"10/31/2023","Transfer","4083.3"
"5/9/2023","Deposit","1505.58"
"1/22/2023","Transfer","4609.22"
"2/25/2023","Withdrawal","2279.42"
"2/7/2023","Deposit","734.3"
"1/19/2023","Transfer","3059.86"
"7/13/2023","Deposit","2787.6"
"4/3/2023","Withdrawal","2112.96"
"8/3/2023","Withdrawal","4100.36"
"6/24/2023","Deposit","2112.23"
"11/10/2023","Deposit","689.75"
"9/13/2023","Transfer","152.63"
"9/11/2023","Withdrawal","4461.89"
"2/14/2023","Withdrawal","2338.85"
"8/3/2023","Deposit","2819.18"
"8/8/2023","Transfer","582.56"
"1/28/2023","Deposit","2452.17"
"11/12/2023","Deposit","2671.49"
"9/18/2023","Deposit","2331.61"
"7/27/2023","Withdrawal","4771.06"
"10/8/2023","Deposit","2861.21"
"5/9/2023","Deposit","4872.19"
"6/17/2023","Transfer","775.13"
"8/19/2023","Deposit","4571.81"
"12/17/2023","Transfer","2769.08"
"6/16/2023","Deposit","1487.72"
"4/5/2023","Withdrawal","3731.25"
"3/17/2023","Deposit","2785.75"
"9/4/2023","Withdrawal","2882.63"
"6/20/2023","Deposit","867.98"
"10/31/2023","Withdrawal","3402.9"
"8/8/2023","Withdrawal","1477.76"
"10/21/2023","Deposit","1785.26"
"12/12/2023","Transfer","4533.82"
"10/7/2023","Withdrawal","905.7"
"9/11/2023","Withdrawal","4434.36"
"5/13/2023","Deposit","2507.09"
"8/24/2023","Transfer","900.77"
"6/14/2023","Withdrawal","4059.88"
"9/28/2023","Deposit","3265.96"
"7/13/2023","Withdrawal","1740.63"
"10/3/2023","Deposit","1510.62"
"6/7/2023","Deposit","2110.51"
"2/13/2023","Transfer","689.71"
"7/6/2023","Deposit","4048.15"
"5/12/2023","Transfer","1400.5"
"6/8/2023","Deposit","4136.07"
"9/4/2023","Deposit","3659.2"
"10/24/2023","Withdrawal","4709.76"
"3/17/2023","Transfer","504.72"
"1/8/2023","Withdrawal","1752.42"
"3/19/2023","Transfer","3123.18"
"4/17/2023","Transfer","4294.3"
"2/9/2023","Withdrawal","786.59"
"4/15/2023","Transfer","4308.38"
"6/2/2023","Transfer","344.21"
"11/14/2023","Withdrawal","2377.04"
"2/27/2023","Transfer","431.38"
"11/23/2023","Withdrawal","757.85"
"3/28/2023","Deposit","3876.85"
"6/23/2023","Withdrawal","102.97"
"12/25/2023","Transfer","2781.27"
"6/3/2023","Deposit","500.53"
"10/25/2023","Deposit","4058.19"
"1/7/2023","Deposit","4042.75"
"2/25/2023","Withdrawal","3516.92"
"3/9/2023","Withdrawal","3782.13"
"10/27/2023","Deposit","2957.98"
"11/4/2023","Transfer","2432.6"
"5/26/2023","Transfer","2056.62"
"10/5/2023","Deposit","3309.97"
"9/17/2023","Transfer","1920.17"
"6/6/2023","Transfer","23.93"
"8/4/2023","Withdrawal","512.74"
"6/17/2023","Transfer","3262.56"
"11/12/2023","Withdrawal","1830.96"
"6/18/2023","Deposit","4947.86"
"3/14/2023","Transfer","1776.06"
"9/28/2023","Transfer","551.04"
"3/18/2023","Withdrawal","1648.62"
"2/26/2023","Withdrawal","3437.38"
"12/16/2023","Deposit","2646.1"
"4/9/2023","Deposit","3055.38"
"6/12/2023","Transfer","565.07"
"12/12/2023","Withdrawal","4136.64"
"10/2/2023","Withdrawal","4512.91"
"10/4/2023","Transfer","735.3"
"12/10/2023","Withdrawal","3134.42"
"1/26/2023","Withdrawal","1156.53"
"2/25/2023","Withdrawal","919.54"
"1/31/2023","Withdrawal","1030.79"
"1/30/2023","Transfer","2611.39"
"1/24/2023","Deposit","4430.64"
"4/6/2023","Deposit","4094.84"
"6/7/2023","Transfer","725.48"
"5/1/2023","Deposit","2554.5"
"6/3/2023","Withdrawal","762.91"
"12/24/2023","Transfer","2195.86"
"3/23/2023","Deposit","2817"
"12/27/2023","Withdrawal","4059.78"
"11/6/2023","Deposit","4307.91"
"11/28/2023","Transfer","148.22"
"10/4/2023","Deposit","3449.18"
"5/6/2023","Deposit","2056.69"
"10/11/2023","Deposit","2479.82"
"5/4/2023","Transfer","1117"
"3/22/2023","Withdrawal","181.01"
"12/1/2023","Transfer","4178.6"
"10/6/2023","Deposit","1160.83"
"6/30/2023","Transfer","4402.68"
"11/5/2023","Deposit","357.81"
"6/11/2023","Withdrawal","2048.08"
"11/20/2023","Withdrawal","3714.31"
"12/27/2023","Deposit","1291.17"
"1/12/2023","Transfer","4837.39"
"5/10/2023","Deposit","3191.11"
"10/8/2023","Transfer","1094.79"
"12/10/2023","Transfer","3970.12"
"12/17/2023","Deposit","4922.99"
"5/5/2023","Withdrawal","1252.98"
"6/21/2023","Withdrawal","4114.3"
"5/14/2023","Transfer","4886.55"
"12/17/2023","Deposit","1111.45"
"2/8/2023","Deposit","1180.3"
"6/27/2023","Deposit","3588.4"
"10/7/2023","Withdrawal","4753.79"
"1/5/2023","Withdrawal","3479.42"
"2/23/2023","Transfer","2528.02"
"11/6/2023","Withdrawal","535.1"
"9/23/2023","Withdrawal","4622.63"
"3/23/2023","Deposit","354.81"
"8/9/2023","Deposit","1065.57"
"11/27/2023","Withdrawal","2259.23"
"8/29/2023","Transfer","2508.1"
"4/4/2023","Deposit","285.34"
"12/29/2023","Transfer","420.67"
"3/10/2023","Withdrawal","634.38"
"1/6/2023","Withdrawal","208.08"
"7/25/2023","Deposit","4887.46"
"1/16/2023","Deposit","1197.37"
"3/1/2023","Deposit","4398.81"
"5/22/2023","Deposit","3923.84"
"10/16/2023","Withdrawal","3532.37"
"12/23/2023","Withdrawal","3293"
"7/25/2023","Deposit","2498.11"
"2/9/2023","Transfer","2823.51"
"1/9/2023","Deposit","4454.39"
"4/1/2023","Deposit","3889.85"
"7/14/2023","Deposit","1161.83"
"7/21/2023","Transfer","530.11"
"2/17/2023","Deposit","1475.74"
"9/23/2023","Withdrawal","671.31"
"9/2/2023","Transfer","4772.77"
"9/19/2023","Withdrawal","1919.84"
"11/14/2023","Transfer","874.41"
"1/31/2023","Transfer","3115.62"
"9/19/2023","Deposit","1997.17"
"12/17/2023","Withdrawal","1097.63"
"2/3/2023","Transfer","297.78"
"9/2/2023","Withdrawal","471.41"
"12/15/2023","Transfer","2820.96"
"11/19/2023","Deposit","3754.23"
"9/25/2023","Transfer","4629.67"
"10/21/2023","Withdrawal","2931.32"
"7/30/2023","Withdrawal","3267.04"
"5/15/2023","Withdrawal","1217.51"
"3/5/2023","Withdrawal","1379.07"
"9/4/2023","Transfer","2093.65"
"11/29/2023","Transfer","4344.99"
"10/4/2023","Transfer","2182.39"
"3/19/2023","Transfer","1205.78"
"6/13/2023","Deposit","4598.29"
"3/18/2023","Transfer","2063.06"
"6/26/2023","Deposit","406.76"
"4/7/2023","Transfer","2731.92"
"5/19/2023","Transfer","3135.91"
"8/31/2023","Transfer","4777.37"
"12/25/2023","Deposit","4034.93"
"12/11/2023","Transfer","514.55"
"12/25/2023","Transfer","2564.51"
"9/8/2023","Transfer","2176.23"
"10/7/2023","Withdrawal","1973.28"
"10/5/2023","Withdrawal","707.67"
"6/20/2023","Withdrawal","1882.93"
"6/28/2023","Deposit","2355.75"
"6/26/2023","Transfer","1102.18"
"10/5/2023","Deposit","2883.52"
"12/1/2023","Transfer","1114.2"
"1/18/2023","Deposit","615.38"
"10/27/2023","Withdrawal","4920.09"
"4/19/2023","Transfer","3445.12"
"2/1/2023","Withdrawal","2978.04"
"2/25/2023","Withdrawal","1644.24"
"8/16/2023","Transfer","1049.62"
"3/15/2023","Deposit","666.17"
"1/9/2023","Withdrawal","322.49"
"3/30/2023","Withdrawal","3501.57"
"5/12/2023","Transfer","1388.25"
"10/21/2023","Transfer","1597.45"
"8/26/2023","Deposit","813.34"
"12/22/2023","Withdrawal","594.65"
"9/7/2023","Withdrawal","2480.02"
"2/11/2023","Deposit","3640.3"
"8/19/2023","Transfer","4954.75"
"6/19/2023","Transfer","1704.09"
"11/12/2023","Transfer","3322.56"
"3/31/2023","Deposit","589.17"
"7/10/2023","Transfer","2782.83"
"10/4/2023","Transfer","2595.23"
"5/7/2023","Deposit","169.97"
"5/13/2023","Withdrawal","2420.1"
"10/13/2023","Withdrawal","2482.21"
"3/4/2023","Deposit","1866.38"
"8/28/2023","Transfer","2872"
"2/7/2023","Transfer","237.37"
"6/13/2023","Withdrawal","4223.79"
"2/7/2023","Transfer","2607.36"
"10/6/2023","Withdrawal","170.43"
"5/31/2023","Withdrawal","4919"
"2/27/2023","Transfer","1914.95"
"6/25/2023","Withdrawal","4933.77"
"8/31/2023","Withdrawal","909.86"
"12/29/2023","Deposit","159.56"
"6/23/2023","Transfer","3569.79"
"12/9/2023","Deposit","4727.67"
"5/23/2023","Transfer","397.18"
"9/14/2023","Transfer","3680.28"
"4/10/2023","Transfer","355.34"
"12/14/2023","Transfer","3971.6"
"7/21/2023","Withdrawal","2910.51"
"2/2/2023","Deposit","3911.3"
"6/1/2023","Deposit","1863.7"
"3/11/2023","Withdrawal","4527.87"
"5/22/2023","Deposit","1520.28"
"9/3/2023","Deposit","1423.19"
"4/6/2023","Transfer","4803.57"
"12/5/2023","Transfer","622.85"
"3/25/2023","Transfer","2966.86"
"5/5/2023","Transfer","2874.29"
"12/6/2023","Withdrawal","1191.32"
"6/15/2023","Withdrawal","1592.23"
"5/19/2023","Withdrawal","1440.08"
"6/9/2023","Deposit","4231.88"
"10/13/2023","Transfer","1953.87"
"3/27/2023","Deposit","1799.92"
"5/19/2023","Transfer","3187.24"
"4/15/2023","Transfer","2482.58"
"3/19/2023","Deposit","2135.61"
"8/7/2023","Deposit","3550.01"
"7/11/2023","Deposit","2068.97"
"7/7/2023","Withdrawal","1118.57"
"7/15/2023","Deposit","3711.81"
"12/16/2023","Withdrawal","348.39"
"3/15/2023","Deposit","4998.39"
"9/18/2023","Withdrawal","2987.19"
"10/30/2023","Deposit","1089.35"
"10/19/2023","Withdrawal","998.92"
"5/23/2023","Deposit","1375.84"
"10/22/2023","Transfer","4397.57"
"2/7/2023","Deposit","4135.18"
"2/5/2023","Deposit","731.2"
"4/25/2023","Transfer","3004.2"
"1/2/2023","Transfer","4555.41"
"1/15/2023","Withdrawal","3668.34"
"3/25/2023","Transfer","2941.41"
"11/7/2023","Withdrawal","1051.07"
"9/11/2023","Deposit","4718.21"
"8/14/2023","Transfer","4460.1"
"11/29/2023","Withdrawal","1612.91"
"7/7/2023","Deposit","2493.45"
"1/25/2023","Withdrawal","418.38"
"9/27/2023","Deposit","3160.96"
"8/28/2023","Withdrawal","281.35"
